id,subject,content,options,correct_answer,explanation,difficulty,created_at,active,area_tematica,tema,subtema,habilidad,origen
e25330c1-9981-499c-86cb-a886761f6c2d,M2,¿Cuál es el dominio de la función f(x) = √(x - -10)?,"{""a"":""[-10, +∞) (números reales mayores o iguales a -10)"",""b"":""(-10, +∞)"",""c"":""ℝ (todos los números reales)"",""d"":""[-11, +∞)""}",a,"El dominio de f(x) = √(x - -10) es [-10, +∞) (números reales mayores o iguales a -10).",2,2025-04-14T20:44:40.345Z,true,Álgebra,Funciones,,Álgebra y Funciones,AI Generated
6eadc873-e928-4d21-8e96-d1fa0fda9d42,M2,Una muestra aleatoria de 36 observaciones de una población normal tiene una media muestral de 25 y una desviación estándar muestral de 6. Calcule un intervalo de confianza del 95% para la media poblacional.,"{""a"":""24 < μ < 26"",""b"":""19 < μ < 31"",""c"":""22 < μ < 28"",""d"":""23 < μ < 27""}",d,"Para un nivel de confianza del 95%, el valor crítico z es aproximadamente 1.96. El error estándar de la media es σ/√n = 6/√36 = 6/6 = 1. El intervalo de confianza es 25 ± 1.96·1 = 25 ± 1.96, es decir, 23.04 < μ < 26.96, que redondeado es 23 < μ < 27.",3,2025-04-14T20:44:40.345Z,true,Probabilidad y Estadística,Variables aleatorias,,Probabilidad y Estadística,AI Generated
c8a85504-096c-423f-b73c-47ba9f249925,M2,"Cuatro puntos A, B, C y D están alineados en ese orden. Si AB = 3 cm, BC = 2 cm y CD = 4 cm, ¿cuál es la razón AC/AD?","{""a"":""5/9"",""b"":""3/5"",""c"":""2/3"",""d"":""1/3""}",a,"Estableciendo un sistema de coordenadas con A en el origen, tenemos B(3), C(5) y D(9). Por lo tanto, AC = 5 cm y AD = 9 cm, lo que da AC/AD = 5/9.",5,2025-04-14T20:44:40.345Z,true,Geometría,Homotecia de figuras,,Geometría,AI Generated
08ef09f4-1c81-49d2-80d5-3b717fad89a9,M2,"En un modelo de regresión lineal múltiple, la ecuación estimada es ŷ = 10 + 2x₁ - 0.5x₂. ¿Cuál es la interpretación del coeficiente 2 asociado a x₁?","{""a"":""Por cada unidad que aumenta x₁, el valor esperado de y aumenta en 0.5 unidades, manteniendo x₂ constante"",""b"":""Por cada unidad que aumenta x₁, el valor esperado de y aumenta en 2 unidades, manteniendo x₂ constante"",""c"":""Por cada unidad que aumenta x₁, el valor esperado de y aumenta en 2 unidades, independientemente del valor de x₂"",""d"":""El valor de y es igual a 2 cuando x₁ = 1 y x₂ = 0""}",b,"En un modelo de regresión lineal múltiple, el coeficiente de cada variable indica cómo cambia la variable dependiente cuando esa variable explicativa aumenta en una unidad, manteniendo constantes las demás variables.",4,2025-04-14T20:44:40.345Z,true,Probabilidad y Estadística,Medidas de dispersion,,Probabilidad y Estadística,AI Generated
6a48933c-85a4-46e7-856b-bd33eaeeebd9,M2,"Dos triángulos semejantes tienen lados homólogos en relación 3:5. Si el área del triángulo menor es 27 cm², ¿cuál es el área del triángulo mayor?","{""a"":""125 cm²"",""b"":""45 cm²"",""c"":""81 cm²"",""d"":""75 cm²""}",d,"En triángulos semejantes, la razón de sus áreas es el cuadrado de la razón de sus lados. Si la razón de los lados es 3:5, la razón de las áreas es 3²:5² = 9:25. Si el área del triángulo menor es 27 cm², entonces el área del triángulo mayor es (27·25)/9 = 75 cm².",4,2025-04-14T20:44:40.345Z,true,Geometría,Triángulos y cuadriláteros,,Geometría,AI Generated
e922b99a-9a3e-47c6-a5d8-254fac9f0367,M2,"En una bolsa hay 4 bolitas rojas, 10 bolitas azules y 6 bolitas verdes. ¿Cuál es la probabilidad de sacar una bolita verde?","{""a"":""3/10"",""b"":""10/3"",""c"":""10/3"",""d"":""6/10""}",a,"La probabilidad de sacar una bolita verde es la cantidad de bolitas verde dividido por el total de bolitas. Hay 6 bolitas verde y 20 bolitas en total, por lo que la probabilidad es 6/20 = 3/10.",1,2025-04-14T20:44:40.345Z,true,Probabilidad y Estadística,Probabilidad condicional,,Probabilidad y Estadística,AI Generated
12d701b1-d10c-4a36-a234-d19e29fc7358,M2,¿Cuál es el valor de x en la ecuación log_10(x^2) = 3?,"{""a"":""2000"",""b"":""31.622776601683793"",""c"":""1000"",""d"":""31.622776601683793""}",b,"Partimos de log_10(x^2) = 3. Por propiedad de logaritmos, b·log_10(x) = 3, de donde log_10(x) = 3/2. Despejando x, obtenemos x = a^(3/2) = 31.622776601683793.",5,2025-04-14T20:44:40.345Z,true,Números,Conjunto de los numeros reales,,Números,AI Generated
c17b0f4a-31e2-4c6e-96f3-2cad036db45a,M2,"Si a = 4 y b = 8, ¿cuál es el valor de a/b?","{""a"":""0.5"",""b"":""0.45"",""c"":""0.55"",""d"":""-0.5""}",a,"Si a = 4 y b = 8, entonces a/b = 0.5.",2,2025-04-14T20:44:40.345Z,true,Números,Conjunto de los numeros reales,,Números,AI Generated
4b16bdb4-a6e7-4ce3-86ed-81264992e579,M2,"En un triángulo rectángulo, uno de los catetos mide 32 cm y la hipotenusa mide 68 cm. ¿Cuánto mide el otro cateto?","{""a"":""54.0"",""b"":""-60"",""c"":""66.0"",""d"":""60""}",d,"En un triángulo rectángulo, por el teorema de Pitágoras: c² = a² + b², donde c es la hipotenusa. Si uno de los catetos mide 32 cm y la hipotenusa mide 68 cm, entonces el otro cateto mide 60 cm.",2,2025-04-14T20:44:40.345Z,true,Geometría,Triángulos y cuadriláteros,,Geometría,AI Generated
ccd284e4-cc8d-4266-b571-3b945ae823d5,M2,"En un plano cartesiano, ¿cuál es la distancia entre los puntos (0, 0) y (3, 4)?","{""a"":""6"",""b"":""5"",""c"":""4"",""d"":""10""}",b,"La distancia entre los puntos (0, 0) y (3, 4) se calcula con la fórmula d = √[(x₂ - x₁)² + (y₂ - y₁)²] = √[(3 - 0)² + (4 - 0)²] = √[9 + 16] = 5.",1,2025-04-14T20:44:40.345Z,true,Geometría,Coordenadas en el plano,,Geometría,AI Generated
0a3b1b8c-e511-4748-b32a-a1a840e7b84a,M2,"En una bolsa hay 2 bolitas rojas, 2 bolitas azules y 9 bolitas verdes. ¿Cuál es la probabilidad de sacar una bolita roja?","{""a"":""1/13"",""b"":""2/13"",""c"":""13/2"",""d"":""1/13""}",b,"La probabilidad de sacar una bolita roja es la cantidad de bolitas roja dividido por el total de bolitas. Hay 2 bolitas roja y 13 bolitas en total, por lo que la probabilidad es 2/13 = 2/13.",1,2025-04-14T20:44:40.345Z,true,Probabilidad y Estadística,Probabilidad condicional,,Probabilidad y Estadística,AI Generated
a7452fe2-2965-48a0-bdf9-ef2aa3c1a346,M2,"Resuelve el sistema de ecuaciones:
3x + 1y = 5
x + 3y = 7","{""a"":""x = 2, y = 1"",""b"":""x = 1, y = 2"",""c"":""x = 2, y = 1"",""d"":""x = 0, y = 3""}",b,"Para resolver el sistema, podemos despejar x de la segunda ecuación: x = 7 - 3y. Sustituimos en la primera ecuación: 3(7 - 3y) + 1y = 5. Resolviendo esta ecuación, obtenemos y = 2. Sustituyendo en x = 7 - 3y, tenemos x = 1.",3,2025-04-14T20:44:40.345Z,true,Álgebra,Sistemas de ecuaciones lineales,,Álgebra y Funciones,AI Generated
7b95c6b4-e8fa-4d8c-a180-e1eed5cabb56,M2,"El conjunto de datos [13, 20, 1, 9, 17] tiene una media de 12.0. ¿Cuál es la varianza de los datos?","{""a"":""39.6"",""b"":""44.0"",""c"":""48.4"",""d"":""-44.0""}",b,"La varianza se calcula como la media de los cuadrados de las diferencias entre cada valor y la media. Para los datos [13, 20, 1, 9, 17] con media 12.0, la varianza es 44.0.",2,2025-04-14T20:44:40.345Z,true,Probabilidad y Estadística,Medidas de dispersion,,Probabilidad y Estadística,AI Generated
251ab79b-2ae8-4c21-8daf-6dc2025b439d,M2,"En un plano cartesiano, ¿cuál es la distancia entre los puntos (0, 0) y (6, 8)?","{""a"":""11"",""b"":""9"",""c"":""20"",""d"":""10""}",d,"La distancia entre los puntos (0, 0) y (6, 8) se calcula con la fórmula d = √[(x₂ - x₁)² + (y₂ - y₁)²] = √[(6 - 0)² + (8 - 0)²] = √[36 + 64] = 10.",1,2025-04-14T20:44:40.345Z,true,Geometría,Coordenadas en el plano,,Geometría,AI Generated
20d139a1-0035-4feb-af45-28987e327e95,M2,"Si f(x) = 2x + 1, ¿cuál es el valor de f(1)?","{""a"":""3"",""b"":""2.7"",""c"":""-3"",""d"":""3.3""}",a,"Si f(x) = 2x + 1, entonces f(1) = 3.",2,2025-04-14T20:44:40.345Z,true,Álgebra,Funciones,,Álgebra y Funciones,AI Generated
9a682d42-b153-42dd-9ab2-2233dbf2f584,M2,"Si 1/a + 1/b = 0.2917, a · b = 48, ¿cuál es el valor de a?","{""a"":""8"",""b"":""16"",""c"":""9"",""d"":""7""}",a,"Dado que 1/a + 1/b = 0.2917, a · b = 48, se puede determinar que a = 8.",1,2025-04-14T20:44:40.345Z,true,Números,Conjunto de los numeros reales,,Números,AI Generated
ef6b0999-2421-4c3f-a04b-d1837546304d,M2,¿Cuál es el argumento (en radianes) del número complejo z = 1 + 1i?,"{""a"":""π/4"",""b"":""π/3"",""c"":""0"",""d"":""π/6""}",a,"El argumento de un número complejo z = a + bi es el ángulo que forma con el eje real positivo, calculado como arg(z) = arctan(b/a) con ajustes según el cuadrante. Para z = 1 + 1i, el argumento es π/4.",5,2025-04-14T20:44:40.345Z,true,Números,Conjunto de los numeros reales,,Números,AI Generated
406337e8-cfb2-4296-8326-1cd91a147570,M2,"Si a = 4 y b = 4, ¿cuál es el valor de a/b?","{""a"":""1.0"",""b"":""-1.0"",""c"":""1.1"",""d"":""0.9""}",a,"Si a = 4 y b = 4, entonces a/b = 1.0.",2,2025-04-14T20:44:40.345Z,true,Números,Conjunto de los numeros reales,,Números,AI Generated
8b349d72-b70b-4c85-8e0d-af83cd6edfcc,M2,¿Qué valor toma la expresión a² + b² si a = 7 y b = 5?,"{""a"":""74"",""b"":""73"",""c"":""148"",""d"":""75""}",a,"Si a = 7 y b = 5, entonces a² + b² = 74.",1,2025-04-14T20:44:40.345Z,true,Números,Conjunto de los numeros reales,,Números,AI Generated
526a126d-06a4-4440-baee-12ae1af32c36,M2,"Si la raíz cuadrada de un número es 3, ¿cuál es el número?","{""a"":""18"",""b"":""9"",""c"":""8"",""d"":""10""}",b,"Si la raíz cuadrada de un número es 3, entonces el número es 3² = 9.",1,2025-04-14T20:44:40.345Z,true,Números,Conjunto de los numeros reales,,Números,AI Generated
e7b0be8f-ad40-444d-95f2-6172a9286d3e,M2,"Si f(x) = 10^x y f(p) = 1000, ¿cuál es el valor de p?","{""a"":""1000"",""b"":""3"",""c"":""0.3333333333333333"",""d"":""log_10(3)""}",b,"Si f(x) = 10^x y f(p) = 1000, entonces 10^p = 1000. Aplicando logaritmo base 10 a ambos lados: p = 3.",4,2025-04-14T20:44:40.345Z,true,Álgebra,Funciones,,Álgebra y Funciones,AI Generated
aa8fe12b-c15f-4132-aaba-ac0e14b92d4a,M2,Se lanza un dado equilibrado 4 veces. ¿Cuál es la probabilidad de obtener exactamente 2 veces el número 4?,"{""a"":""0.1389"",""b"":""25/324"",""c"":""0.0772"",""d"":""25/216""}",d,"La probabilidad de obtener exactamente 2 veces el número 4 en 4 lanzamientos de un dado sigue una distribución binomial con n=4 y p=1/6. Aplicando la fórmula, obtenemos 25/216.",2,2025-04-14T20:44:40.345Z,true,Probabilidad y Estadística,Variables aleatorias,,Probabilidad y Estadística,AI Generated
87d659f1-e202-4ad3-9d22-360064f002f6,M2,¿Cuál es el valor mínimo de la función f(x) = 1x² + 0x y en qué valor de x se alcanza?,"{""a"":""El valor mínimo es -0.00 y se alcanza en x = 0.00"",""b"":""El valor mínimo es 0.00 y se alcanza en x = 0.00"",""c"":""El valor máximo es 0.00 y se alcanza en x = 0.00"",""d"":""El valor mínimo es 0.00 y se alcanza en x = -0.00""}",b,"Para encontrar el valor mínimo de una función cuadrática f(x) = ax² + bx + c, calculamos su vértice en x = -b/(2a) = 0.00. El valor de la función en este punto es 0.00, que es el mínimo de la función.",4,2025-04-14T20:44:40.345Z,true,Álgebra,Ecuaciones de segundo grado,,Álgebra y Funciones,AI Generated
c61f6baa-618f-41db-aff5-0fa71ace1831,M2,"En una cadena de Markov, si la matriz de transición es P y la distribución inicial es π₀, ¿cómo se calcula la distribución después de dos transiciones?","{""a"":""π₂ = (π₀P)²"",""b"":""π₂ = π₀P²"",""c"":""π₂ = π₀P"",""d"":""π₂ = π₀ + P + P²""}",b,"En una cadena de Markov, si πₙ es la distribución después de n transiciones, entonces πₙ = π₀Pⁿ. Para n = 2, tenemos π₂ = π₀P².",5,2025-04-14T20:44:40.345Z,true,Probabilidad y Estadística,Probabilidad condicional,,Probabilidad y Estadística,AI Generated
9fb78282-aec8-4644-a43c-d4ef71938e1b,M2,"Si se aplica una homotecia de razón 2 a un cuadrado de lado 4 cm, ¿cuál será el área del cuadrado resultante?","{""a"":""64"",""b"":""65"",""c"":""63"",""d"":""128""}",a,"Cuando se aplica una homotecia de razón 2 a un cuadrado de lado 4 cm, el nuevo lado mide 2 × 4 cm = 8 cm. Por lo tanto, el área del nuevo cuadrado es 8 cm × 8 cm = 64 cm².",1,2025-04-14T20:44:40.345Z,true,Geometría,Homotecia de figuras,,Geometría,AI Generated
58b3a32a-0578-4ff1-8452-5a21463b958e,M2,¿Cuál es el conjunto solución de la inecuación -1x² + -3x + 0 < 0?,"{""a"":""(-3, 0)"",""b"":""[-3, 0]"",""c"":""(-∞, 0) ∪ (-3, +∞)"",""d"":""(-∞, -3) ∪ (0, +∞)""}",d,"La inecuación -1x² + -3x + 0 < 0 se puede factorizar como -1(x - -3)(x - 0) < 0. La solución depende del signo de a y del sentido de la desigualdad. En este caso, la solución es (-∞, -3) ∪ (0, +∞).",3,2025-04-14T20:44:40.345Z,true,Álgebra,Ecuaciones de segundo grado,,Álgebra y Funciones,AI Generated
1efbe061-3120-4e26-97ea-a4e80e759a69,M2,"La siguiente tabla muestra las edades de los estudiantes de un curso. ¿Cuál es la media de las edades?

Edad | Frecuencia
14 | 1
15 | 2
16 | 2
17 | 2
19 | 2
20 | 1
","{""a"":""16.8"",""b"":""15.12"",""c"":""-16.8"",""d"":""18.48""}",a,Para calcular la media de las edades: 16.8,2,2025-04-14T20:44:40.345Z,true,Probabilidad y Estadística,Estadística descriptiva,,Probabilidad y Estadística,AI Generated
baf5865c-f6fc-47cb-bebe-f2c220d9d19f,M2,"En una progresión aritmética, el primer término es 1 y la diferencia común es 4. ¿Cuál es el término número 16?","{""a"":""65"",""b"":""61"",""c"":""4294967296"",""d"":""16""}",b,"En una progresión aritmética, el término n-ésimo se calcula como aₙ = a₁ + (n-1)d. Por lo tanto, a_16 = 1 + (16-1)·4 = 1 + 15·4 = 61.",4,2025-04-14T20:44:40.345Z,true,Números,Conjunto de los numeros reales,,Números,AI Generated
67b038f7-9bcf-48df-a16b-932d4b82fb92,M2,"En un triángulo rectángulo, uno de los catetos mide 72 cm y la hipotenusa mide 75 cm. ¿Cuánto mide el otro cateto?","{""a"":""-21"",""b"":""21"",""c"":""23.1"",""d"":""18.9""}",b,"En un triángulo rectángulo, por el teorema de Pitágoras: c² = a² + b², donde c es la hipotenusa. Si uno de los catetos mide 72 cm y la hipotenusa mide 75 cm, entonces el otro cateto mide 21 cm.",2,2025-04-14T20:44:40.345Z,true,Geometría,Triángulos y cuadriláteros,,Geometría,AI Generated
62dd0936-66ac-4f25-abc4-72e9908e80fa,M2,"En un triángulo rectángulo, uno de los catetos mide 15 cm y la hipotenusa mide 39 cm. ¿Cuánto mide el otro cateto?","{""a"":""36"",""b"":""39.6"",""c"":""-36"",""d"":""32.4""}",a,"En un triángulo rectángulo, por el teorema de Pitágoras: c² = a² + b², donde c es la hipotenusa. Si uno de los catetos mide 15 cm y la hipotenusa mide 39 cm, entonces el otro cateto mide 36 cm.",2,2025-04-14T20:44:40.345Z,true,Geometría,Triángulos y cuadriláteros,,Geometría,AI Generated
24aac647-0619-42b6-8eac-a68fc108588c,M2,¿Cuál es el resultado de factorizar la expresión 2x² + -10x + 8?,"{""a"":""2(x + -1)(x + -3)"",""b"":""2(x + 0)(x + -4)"",""c"":""2(x + -1)(x + -4)"",""d"":""2(x - -1)(x - -4)""}",c,Al factorizar 2x² + -10x + 8 se obtiene 2(x + -1)(x + -4).,1,2025-04-14T20:44:40.345Z,true,Álgebra,Polinomios y fracciones algebraicas,,Álgebra y Funciones,AI Generated
fcfa55c3-00e4-4157-bba4-2e0979cc9b3b,M2,¿Por qué todos los ángulos inscritos que abarcan el mismo arco en una circunferencia son iguales?,"{""a"":""Porque la suma de los ángulos de un triángulo es 180°"",""b"":""Porque todos los ángulos de un mismo lado de una secante son iguales"",""c"":""Porque todos miden la mitad del arco que abarcan"",""d"":""Porque el ángulo central mide lo mismo que el inscrito""}",c,"Un ángulo inscrito en una circunferencia mide la mitad del arco que abarca. Como todos los ángulos inscritos que abarcan el mismo arco tienen la misma medida de arco, todos son iguales e iguales a la mitad de dicho arco.",5,2025-04-14T20:44:40.345Z,true,Geometría,Círculos y circunferencias,,Geometría,AI Generated
413fab93-69b3-4c20-b2ce-a44900e88fb1,M2,"Si a + b = 10, a - b = -6, ¿cuál es el valor de b?","{""a"":""16"",""b"":""8"",""c"":""9"",""d"":""7""}",b,"Dado que a + b = 10, a - b = -6, se puede determinar que b = 8.",1,2025-04-14T20:44:40.345Z,true,Números,Conjunto de los numeros reales,,Números,AI Generated
8f6f1bf2-0aea-4905-adda-21896f6c551b,M2,¿Cuánto mide cada ángulo interior de un pentágono regular?,"{""a"":""135°"",""b"":""108°"",""c"":""72°"",""d"":""120°""}",b,"La suma de los ángulos interiores de un polígono de n lados es (n - 2)·180°. Para un pentágono (n = 5), la suma es (5 - 2)·180° = 3·180° = 540°. Como es un pentágono regular, todos los ángulos son iguales, por lo que cada ángulo mide 540°/5 = 108°.",4,2025-04-14T20:44:40.345Z,true,Geometría,Triángulos y cuadriláteros,,Geometría,AI Generated
b5922bfa-09df-4c86-a71d-1e55e663793e,M2,Una figura está formada por un triángulo equilátero de lado 10 cm y un círculo inscrito en él. ¿Cuál es el área total de la figura que queda entre el triángulo y el círculo?,"{""a"":""50√3 - 25π/3 cm²"",""b"":""25√3 cm²"",""c"":""25√3 - 25π cm²"",""d"":""25√3 - 25π/3 cm²""}",d,"El área del triángulo equilátero de lado l es (√3/4)·l². Con l = 10 cm, el área es (√3/4)·10² = 25√3 cm². El radio del círculo inscrito en un triángulo equilátero de lado l es r = l/(2√3). Con l = 10 cm, r = 10/(2√3) = 5/√3 cm. El área del círculo es πr² = π·(5/√3)² = 25π/3 cm². Por lo tanto, el área entre el triángulo y el círculo es 25√3 - 25π/3 cm².",4,2025-04-14T20:44:40.345Z,true,Geometría,Triángulos y cuadriláteros,,Geometría,AI Generated
7c12da20-cf87-4c35-9980-f4a2f0089897,M2,"Dados los vectores u = (5, 2) y v = (4, 3), ¿cuál es el resultado de u - v?","{""a"":""(-1, 1)"",""b"":""(1, -1)"",""c"":""(20, 6)"",""d"":""(9, 5)""}",b,"La resta de vectores se realiza componente a componente: u - v = (5, 2) - (4, 3) = (1, -1).",3,2025-04-14T20:44:40.345Z,true,Geometría,Vectores,,Geometría,AI Generated
34a9d0fb-d442-48e1-8902-d929216fe86b,M2,"Si a = 4 y b = 4, ¿cuál es el valor de (a + b)²?","{""a"":""70.4"",""b"":""-64"",""c"":""57.6"",""d"":""64""}",d,"Si a = 4 y b = 4, entonces (a + b)² = 64.",2,2025-04-14T20:44:40.345Z,true,Números,Conjunto de los numeros reales,,Números,AI Generated
f3c5a01a-3a6d-4854-9fd3-718c941c274c,M2,"Si a² - b² = 7, a + b = 7, ¿cuál es el valor de a?","{""a"":""8"",""b"":""4"",""c"":""5"",""d"":""3""}",b,"Dado que a² - b² = 7, a + b = 7, se puede determinar que a = 4.",1,2025-04-14T20:44:40.345Z,true,Números,Conjunto de los numeros reales,,Números,AI Generated
0ccf5671-324e-4940-9443-fffbea8e2da4,M2,"Si f(x) = 5x + -6, ¿cuál es el valor de f(2)?","{""a"":""4"",""b"":""3.6"",""c"":""4.4"",""d"":""-4""}",a,"Si f(x) = 5x + -6, entonces f(2) = 4.",2,2025-04-14T20:44:40.345Z,true,Álgebra,Funciones,,Álgebra y Funciones,AI Generated
5055b7ad-afaa-4faf-b876-f908c0b28470,M2,Se lanza un dado equilibrado 3 veces. ¿Cuál es la probabilidad de obtener exactamente 2 veces el número 1?,"{""a"":""5/216"",""b"":""0.0231"",""c"":""0.0694"",""d"":""1/72""}",c,"La probabilidad de obtener exactamente 2 veces el número 1 en 3 lanzamientos de un dado sigue una distribución binomial con n=3 y p=1/6. Aplicando la fórmula, obtenemos 0.0694.",2,2025-04-14T20:44:40.345Z,true,Probabilidad y Estadística,Variables aleatorias,,Probabilidad y Estadística,AI Generated
08d2af28-2183-479b-b2f0-58b4766d9f2f,M2,"En un triángulo rectángulo, uno de los catetos mide 4 cm y la hipotenusa mide 5 cm. ¿Cuánto mide el otro cateto?","{""a"":""-3"",""b"":""2.7"",""c"":""3"",""d"":""3.3""}",c,"En un triángulo rectángulo, por el teorema de Pitágoras: c² = a² + b², donde c es la hipotenusa. Si uno de los catetos mide 4 cm y la hipotenusa mide 5 cm, entonces el otro cateto mide 3 cm.",2,2025-04-14T20:44:40.345Z,true,Geometría,Triángulos y cuadriláteros,,Geometría,AI Generated
b07c113e-04d3-4fed-957d-cf4b107134b5,M2,"Desde un punto de observación se ve la cima de una montaña con un ángulo de elevación de 45°. Si la altura de la montaña es de 300 metros, ¿a qué distancia horizontal se encuentra el observador de la base de la montaña?","{""a"":""212.13 metros"",""b"":""424.26 metros"",""c"":""150 metros"",""d"":""300 metros""}",d,"Con un ángulo de elevación de 45° y altura de 300 metros, la distancia horizontal se calcula como d = 300/tan(45°) = 300/1 = 300 metros.",3,2025-04-14T20:44:40.345Z,true,Geometría,Triángulos y cuadriláteros,,Geometría,AI Generated
a86204a2-2c25-4c2b-82d0-10007041c80b,M2,Un rectángulo tiene un perímetro de 36 cm y un ancho de 3 cm. ¿Cuál es su área?,"{""a"":""45.0"",""b"":""49.5"",""c"":""-45.0"",""d"":""40.5""}",a,"El perímetro de un rectángulo es 2(largo + ancho). Si el perímetro es 36 cm y el ancho es 3 cm, entonces el largo es 15.0 cm y el área es 3 cm × 15.0 cm = 45.0 cm².",2,2025-04-14T20:44:40.345Z,true,Geometría,Triángulos y cuadriláteros,,Geometría,AI Generated
99427709-11da-4274-8eb9-b5ae7607cdea,M2,¿Cuál es el resultado de racionalizar el denominador en la expresión 1/√5?,"{""a"":""5/√5"",""b"":""√5"",""c"":""√5/5"",""d"":""1/5""}",c,"Para racionalizar el denominador de 1/√5, multiplicamos numerador y denominador por √5, obteniendo (√5)/(√5·√5) = √5/5.",3,2025-04-14T20:44:40.345Z,true,Números,Conjunto de los numeros reales,,Números,AI Generated
3d0e52bb-0f3b-48e3-bf9c-b933bce66dbd,M2,"En una bolsa hay 7 bolitas rojas, 8 bolitas azules y 10 bolitas verdes. ¿Cuál es la probabilidad de sacar una bolita azul?","{""a"":""10/25"",""b"":""8/25"",""c"":""1/25"",""d"":""9/25""}",b,"La probabilidad de sacar una bolita azul es la cantidad de bolitas azul dividido por el total de bolitas. Hay 8 bolitas azul y 25 bolitas en total, por lo que la probabilidad es 8/25 = 8/25.",1,2025-04-14T20:44:40.345Z,true,Probabilidad y Estadística,Probabilidad condicional,,Probabilidad y Estadística,AI Generated
63344b06-0ba2-4055-96be-018e03739263,M2,"Si f(x) = 10^x y f(p) = 10, ¿cuál es el valor de p?","{""a"":""10"",""b"":""1.0"",""c"":""1"",""d"":""log_10(1)""}",c,"Si f(x) = 10^x y f(p) = 10, entonces 10^p = 10. Aplicando logaritmo base 10 a ambos lados: p = 1.",4,2025-04-14T20:44:40.345Z,true,Álgebra,Funciones,,Álgebra y Funciones,AI Generated
28a9a756-c761-4d79-95e8-6b037464f03f,M2,"En una circunferencia, un ángulo inscrito abarca un arco de 120°. ¿Cuánto mide el ángulo?","{""a"":""120°"",""b"":""30°"",""c"":""90°"",""d"":""60°""}",d,"Un ángulo inscrito en una circunferencia mide la mitad del arco que abarca. Si el arco mide 120°, entonces el ángulo inscrito mide 120°/2 = 60°.",4,2025-04-14T20:44:40.345Z,true,Geometría,Círculos y circunferencias,,Geometría,AI Generated
b16a3b39-8842-4ca2-96ac-bc1d4210a0cd,M2,"El conjunto de datos [12, 20, 12, 13, 10] tiene una media de 13.4. ¿Cuál es la varianza de los datos?","{""a"":""13.02"",""b"":""10.66"",""c"":""11.84"",""d"":""-11.84""}",c,"La varianza se calcula como la media de los cuadrados de las diferencias entre cada valor y la media. Para los datos [12, 20, 12, 13, 10] con media 13.4, la varianza es 11.84.",2,2025-04-14T20:44:40.345Z,true,Probabilidad y Estadística,Medidas de dispersion,,Probabilidad y Estadística,AI Generated
26ef6494-6346-487f-b9fb-cbcf8d26cd8a,M2,"Si 1/a + 1/b = 0.8333, a · b = 6, ¿cuál es el valor de a?","{""a"":""4"",""b"":""1"",""c"":""3"",""d"":""2""}",d,"Dado que 1/a + 1/b = 0.8333, a · b = 6, se puede determinar que a = 2.",1,2025-04-14T20:44:40.345Z,true,Números,Conjunto de los numeros reales,,Números,AI Generated
0eb6716c-7245-4499-8b3c-6116753feee1,M2,¿Cuál es la solución de la ecuación 3x² + 2x = 0?,"{""a"":""x = -3 o x = -1"",""b"":""x = 2 o x = 0"",""c"":""x = -1 o x = 1"",""d"":""x = -2 o x = 0""}",d,La ecuación 3x² + 2x = 0 tiene dos soluciones reales: x = -2 y x = 0.,2,2025-04-14T20:44:40.345Z,true,Álgebra,Ecuaciones de segundo grado,,Álgebra y Funciones,AI Generated
e6ab579d-74a3-410e-8799-6bcff171f9c2,M2,¿Cuál es el valor de x en la ecuación log_3(x) = 2?,"{""a"":""8"",""b"":""6"",""c"":""9"",""d"":""0.6666666666666666""}",c,"Para resolver log_3(x) = 2, despejamos x: x = 3^2 = 9.",4,2025-04-14T20:44:40.345Z,true,Números,Conjunto de los numeros reales,,Números,AI Generated
c0053a29-bbb8-4052-8585-88e7e26a505a,M2,¿Cuál es el valor de x en la ecuación log_10(x) = 5?,"{""a"":""9765625"",""b"":""50"",""c"":""100000"",""d"":""0.5""}",c,"Para resolver log_10(x) = 5, despejamos x: x = 10^5 = 100000.",4,2025-04-14T20:44:40.345Z,true,Números,Conjunto de los numeros reales,,Números,AI Generated
35022da8-81e2-49a3-920a-f15f7c9eb651,M2,"Si 1/a + 1/b = 0.5, a · b = 18, ¿cuál es el valor de a?","{""a"":""2"",""b"":""4"",""c"":""3"",""d"":""6""}",c,"Dado que 1/a + 1/b = 0.5, a · b = 18, se puede determinar que a = 3.",1,2025-04-14T20:44:40.345Z,true,Números,Conjunto de los numeros reales,,Números,AI Generated
b553c5c0-fab0-4d36-a461-ae11ff7ad9c3,M2,"Un lote de 20 productos tiene una tasa de defectos del 10%. Si se seleccionan 5 productos al azar, ¿cuál es la probabilidad de encontrar exactamente 1 producto defectuoso?","{""a"":""0.1"",""b"":""0.5"",""c"":""0.3277"",""d"":""0.4095""}",c,"Modelamos esto como una distribución binomial con n = 5 y p = 0.1. La probabilidad de exactamente 1 éxito es P(X = 1) = C(5,1)·0.1^1·0.9^4 = 5·0.1·0.9^4 ≈ 0.3277.",3,2025-04-14T20:44:40.345Z,true,Probabilidad y Estadística,Variables aleatorias,,Probabilidad y Estadística,AI Generated
